epoch,avg_train_loss,avg_val_patch_loss,val_pesq,val_stoi,val_si_sdr,learning_rate,epoch_time_s,best_model_saved
1,0.027160365546614617,0.00873581591415508,2.165396409564548,nan,nan,0.075,169.3675754070282,True
2,0.008448648535899847,0.009681257515631873,1.9270046000679335,nan,nan,0.06552190922586446,170.24282908439636,False
3,0.00790803603135706,0.007959075879583928,2.3489200772510634,nan,nan,0.0572416078480323,166.058119058609,True
4,0.007607667052126365,0.007515359222995995,2.3079878002405168,nan,nan,0.05000772577815069,166.00519347190857,True
5,0.0073852985811872955,0.007517067308741054,2.247948318719864,nan,nan,0.0436880222537055,166.67878603935242,False
6,0.007285763015363979,0.007135431796055415,2.343879058625963,nan,nan,0.03816696837819784,166.04473757743835,True
7,0.007187498205295011,0.007374649254562354,2.248994604084227,nan,nan,0.033343635166702905,166.65455412864685,False
8,0.007119860985384133,0.007183755317103417,2.271748134659396,nan,nan,0.02912984848870733,166.43589735031128,False
9,0.007044601891104175,0.007846138092164678,2.184964788125621,nan,nan,0.025448577179203555,167.22799134254456,False
10,0.006994124997935304,0.006941650846930242,2.3775632288720874,nan,nan,0.022232524851509082,165.98117423057556,True
11,0.0069575700605595025,0.006886962006382388,2.3751407146453856,nan,nan,0.01942289966909805,166.90519976615906,True
12,0.006923210462805069,0.006976268888483274,2.3761896348661846,nan,nan,0.0169683395869562,172.76814246177673,False
13,0.006897009623690126,0.007102199832791056,2.2669972684648303,nan,nan,0.014823973415069157,169.7976803779602,False
14,0.0068668458179010515,0.0068637931360809624,2.324224463933044,nan,nan,0.012950600539583856,169.49708938598633,True
15,0.0068452556142976,0.0068469265095846745,2.3274766269657348,nan,nan,0.01131397430633393,171.08886671066284,True
16,0.006829858017136196,0.00685414420066123,2.4028930099474057,nan,nan,0.009884175966444994,168.05058884620667,False
17,0.006822718787310338,0.006981004447001836,2.3890759588943586,nan,nan,0.0086350677392784,172.63378643989563,False
18,0.006806497071366543,0.006916283862665296,2.3072418380114765,nan,nan,0.0075438149942958655,170.75070714950562,False
19,0.006793224149280124,0.0070076742819670974,2.2802649352285598,nan,nan,0.006590468816972919,171.3290696144104,False
20,0.006780272897447092,0.006754958161805895,2.360406095120642,nan,nan,0.005757601327754532,170.520578622818,True
21,0.006764846181290017,0.006791741862871695,2.346614252361986,nan,nan,0.005029987087411322,171.25677943229675,False
22,0.006765250013106399,0.0068299586820448266,2.3650992118650014,nan,nan,0.004394324764648467,170.78676843643188,False
23,0.006755192057582839,0.006759802342510258,2.3527582072549396,nan,nan,0.0038389939778435333,174.25106859207153,False
24,0.0067484598567573734,0.006854751500590095,2.3248827268679935,nan,nan,0.0033538428657987245,171.89659905433655,False
25,0.006748110034513748,0.006752524433935854,2.3837621809707747,nan,nan,0.0029300025041423617,170.9663791656494,False
